State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Tennessee,Gibson,Tennessee_Gibson,1076,24,5.1,5.7,9,24,41,7,36,44,12,337,30,4596,18,19,14,4385,44,51,28739,6514,1521,19,91786,4354,82,274,232,8.2,13,86,20164,72.8,1076,29,24,16,13,77,6960,5273,33,75,41,4111,110,94,9.393120393,2.9,3,0.18,9468,0.71,47850,48,40,22,31,8,48,51,38,66,12852,1973,79,49159,51.9,23706
Tennessee,Giles,Tennessee_Giles,625,23,5,5.7,10,24,39,7.7,32,39,12,136,31,2994,10,14,19,5056,42,50,18044,2825,1226,19,97656,1611,29,90,183,8.1,10,85,12190,74,625,10,115.0238291,16,12,42,4020,1429,20,61,41,2684,115,93,9.393120393,3,3,0.09,9563,0.82,51332,54.38782778,34,21,13,7.185520362,39,34,46,44,8241,1008,78,29530,51.6,21744
Tennessee,Grainger,Tennessee_Grainger,522,26,5.4,6,9,27,36,7.446606626,35,16,2,53,38,2522,5,3,4,3894,41,45,13538,2252,687,20,84729,861,16,48,125,9.9,11,78,9574,73,522,71.92515924,115.0238291,18,12,18,3740,6057.917337,22,52,41,2279,59,96,9.393120393,2.8,2.8,0.06,9217,0.73,45056,62,49.10587103,23,11,7.185520362,25,17,6,22,6990,943,73,23565,49.7,22657
Tennessee,Greene,Tennessee_Greene,1552,25,5.2,5.9,9,24,36,6.5,35,36,17,211,29,6864,40,29,63,3731,47,51,42262,7348,2397,21,84895,4102,66,217,412,8,12,85,27372,73.9,1552,24,27,17,12,51,11320,7665,53,99,42,6322,152,94,10,2.8,2.8,0.06,9926,0.79,43164,58,54,31,34,4,79,55,27,92,20860,2576,73,69571,50.8,44874
Tennessee,Grundy,Tennessee_Grundy,351,28,5.7,6.2,10,28,38,6.9,37,32,1,48,49,1465,84.03515233,77.17398427,6,5522,36,37,7378,1313,502,26,82214,739,8,54,91,7.8,12,80,5281,71.4,351,13,115.0238291,19,13,15,2440,513,19,24,43,1321,82,93,9.393120393,2.9,2.5,0.086431034,9448,0.86,41133,54.38782778,49.10587103,26,15,14,14,17,24.62576375,2,3885,407,71,13485,50.2,13703
Tennessee,Hamblen,Tennessee_Hamblen,1283,27,5.3,5.7,8,24,38,6.5,35,48,5,233,35,8105,37,43,120,4831,46,47,36804,7095,1993,21,87283,4550,80,302,303,9.9,14,87,26573,74.1,1283,32,35,17,13,69,9550,9093,48,57,46,7329,192,94,9.393120393,2.9,2.9,0.09,9053,0.81,48047,66,47,22,42,2,74,50,65,123,16349,2729,79,65110,51,13680
Tennessee,Hamilton,Tennessee_Hamilton,5570,21,4.4,5.1,10,19,35,7.2,28,79,70,2486,23,35273,405,289,881,3305,48,54,232225,69144,13015,19,114480,20740,499,2353,1535,9,13,80,173233,77,5570,196,211,14,12,1026,43030,44437,300,263,39,31748,202,87,6,2.8,2.8,0.26,10023,0.8,61478,31,57,21,204,9,271,323,62,368,95010,16791,84,371662,51.8,33721
Tennessee,Hancock,Tennessee_Hancock,180,29,6,6.4,9,30,40,6.5,38,3,10,10,45,587,1,2,1,3253,27,19,3837,690,181,39,77487,379,0,8,42,8.1,12,84,2028,71.8,180,71.92515924,115.0238291,20,13,376.6380917,1440,35,125.2815804,12,42,531,216,98,9.393120393,2.7,2.5,0.086431034,9832,0.75,33109,54.38782778,49.10587103,32,2,7.185520362,94.68310727,87.70101277,24.62576375,0,2116,301,58,6493,50.8,6819
Tennessee,Hardeman,Tennessee_Hardeman,539,31,5.7,5.9,11,28,46,7.4,40,26,9,215,37,2033,3,7,35,4108,38,48,14706,2417,766,28,80285,1855,34,162,118,8.3,13,86,8003,73.4,539,18,115.0238291,19,16,40,3620,1895,11,50,47,1839,60,82,9.393120393,2.8,2.5,0.15,10140,0.9,44937,54.38782778,45,24,11,11,15,25,24.62576375,31,6414,1132,70,24836,45,21859
Tennessee,Hardin,Tennessee_Hardin,647,26,5.4,6,9,27,40,7,36,35,13,109,32,2370,13,7,26,3326,38,43,15375,2868,728,20,87106,1283,33,135,175,8,13,85,9846,72.5,647,13,115.0238291,18,13,33,4110,1921,31,48,41,2127,137,96,9.393120393,2.8,2.6,0.02,9130,0.76,46776,54.38782778,41,23,12,7.185520362,38,33,24,54,7658,998,77,25583,51.4,17679
Tennessee,Hawkins,Tennessee_Hawkins,1262,25,5.3,6,9,26,40,6.8,36,43,16,120,33,5094,16,10,12,3568,46,40,35756,6831,1805,24,85737,3251,46,156,288,8.5,14,88,21410,73.9,1262,28,34,17,12,38,9600,3854,48,86,42,4682,83,96,9.393120393,3,3,0.04,9910,0.73,52898,55,59,20,20,4,48,45,25,81,17732,2075,76,56775,50.7,32884
Tennessee,Haywood,Tennessee_Haywood,400,29,5.5,5.8,12,27,45,6.9,39,43,7,165,33,1613,5,4,316.050034,3720,40,40,10238,1773,693,29,78337,1868,35,196,75,8.1,16,88,7534,72.3,400,71.92515924,115.0238291,18,16,92,2560,2049,125.2815804,23,46,1455,82,92,9.393120393,2.8,2.8,0.01,9853,0.9,43742,54.38782778,34,24,6,11,13,19,24.62576375,42,4209,836,67,17002,53.3,8908
Tennessee,Henderson,Tennessee_Henderson,572,26,5.3,5.9,10,27,39,7.6,35,40,11,121,29,2834,6,8,14,4818,38,36,16587,2708,959,19,87769,1512,22,126,133,7.9,11,84,11147,74.4,572,14,115.0238291,17,13,27,4410,479,18,57,42,2545,85,93,9.393120393,3.1,3.1,0.1,9580,0.73,47599,59,32,22,15,5,19,18,30,76,8055,864,77,28076,51,21209
Tennessee,Henry,Tennessee_Henry,744,25,5.3,5.9,9,27,37,6.6,35,51,13,140,34,3121,22,17,60,4286,47,53,20308,3102,1026,27,84679,1774,47,108,200,8.5,11,84,12279,73.2,744,21,22,17,13,30,5310,3362,37,59,42,2809,128,95,20,2.9,2.9,0.08,9446,0.84,41598,59,62,25,23,6,53,39,7,92,9913,1263,77,32056,51.5,21612
Tennessee,Hickman,Tennessee_Hickman,567,25,5.3,5.9,8,26,37,7.5,35,25,11,80,33,2682,5,7,17,3734,38,44,14415,2193,645,20,91582,1200,10,93,173,7.8,12,77,10364,72.9,567,15,115.0238291,17,12,32,3760,955,46,63,43,2392,67,94,9.393120393,3.1,3.1,0.03,9506,0.76,53738,56,43,20,7,7.185520362,30,26,63,3,7124,625,69,25387,47.8,24690
Tennessee,Houston,Tennessee_Houston,203,26,5.4,6,8,27,37,7.8,35,38,3,26,26,883,2,1,23,5070,41,46,4645,871,264,23,86110,307,10,18,52,8.1,10,74,3052,72,203,71.92515924,115.0238291,18,12,376.6380917,1230,63,14,13,43,793,84,93,9.393120393,2.7,2.5,0.02,9242,0.73,47465,56,24,22,5,7.185520362,94.68310727,87.70101277,38,0,2322,263,72,8292,50.9,8426
Tennessee,Humphreys,Tennessee_Humphreys,385,23,5,5.8,9,25,36,7.1,33,36,10,62,33,1710,4,6,9,5211,40,46,10973,1694,559,22,88956,514,24,47,125,8,11,84,7514,74,385,71.92515924,115.0238291,16,11,17,2740,1611,19,38,42,1531,118,98,9.393120393,3,3.2,0.06,8754,0.8,57767,58,40,18,9,7.185520362,20,20,24.62576375,2,5389,570,76,18590,50.2,15292
Tennessee,Jackson,Tennessee_Jackson,288,26,5.6,6.1,9,28,37,7.4,35,24,5,53,24,1258,2,5,316.050034,9453,39,46,7078,994,377,25,77174,546,3,20,66,7.6,10,83,4629,73.9,288,71.92515924,115.0238291,18,12,11,2060,4,13,17,42,1150,8,98,9.393120393,3.3,2.8,0.02,10056,0.74,43115,54.38782778,49.10587103,25,6,7.185520362,10,87.70101277,24.62576375,0,3641,364,64,11864,49.7,11638
Tennessee,Jefferson,Tennessee_Jefferson,1040,23,5,5.7,9,23,38,7.7,32,30,12,157,25,5509,22,12,20,3366,49,51,33360,6380,1844,19,99044,2615,56,131,228,9.9,12,80,23279,75.4,1040,26,23,16,11,43,7380,2693,48,55,41,5024,92,96,9.393120393,2.8,2.7,0.05,8918,0.78,57864,59,52,18,23,3,53,34,30,85,15174,1614,77,55307,50.8,30581
Tennessee,Johnson,Tennessee_Johnson,429,28,5.7,6.1,9,29,38,7.1,36,100,4,30,37,1476,6,4,16,2813,38,30,10888,1519,496,27,77476,560,24,112,96,6.7,11,84,5636,74,429,10,115.0238291,19,13,26,3170,511,17,29,42,1347,157,98,9.393120393,2.8,2.8,0.04,10404,0.99,43039,54.38782778,49.10587103,25,12,7.185520362,26,17,24.62576375,0,5272,676,64,17849,46.8,15546
Tennessee,Knox,Tennessee_Knox,7307,19,4.3,5.1,8,19,34,7.3,29,77,70,2859,19,41329,529,281,1878,3409,50,58,287425,89152,14361,13,115549,23593,568,2285,2741,9.4,13,81,229985,75.8,7307,191,228,13,11,964,56560,51734,827,428,40,37006,245,91,5,3,2.9,0.15,9257,0.78,57886,28,55,23,231,6,407,361,32,348,123272,21251,85,475609,51.4,47205
Tennessee,Lake,Tennessee_Lake,161,32,6,6,10,31,42,6.8,41,21,2,51,82,444,84.03515233,1,2,8305,30,45,4140,746,149,40,81417,429,7,16,26,8.5,12,85,1689,72,161,71.92515924,115.0238291,20,16,28,1520,6,125.2815804,10,46,408,143,88.27858293,9.393120393,2.5,2.3,0.01,10519,0.7,32163,54.38782778,12,33,3,7.185520362,94.68310727,87.70101277,74,0,1108,206,67,6988,37.2,7832
Tennessee,Lauderdale,Tennessee_Lauderdale,521,31,5.8,6,12,29,42,7,40,27,14,213,43,2374,2,5,4,6078,32,45,13760,2475,891,26,81215,2089,18,186,123,8.4,19,86,9000,73.2,521,21,25,19,16,61,4500,1184,15,43,46,2149,102,98,9.393120393,2.8,2.8,0.07,10102,0.83,43386,54.38782778,48,24,10,9,17,22,53,30,5467,1173,75,25451,48.1,16317
Tennessee,Lawrence,Tennessee_Lawrence,889,25,5.3,5.9,9,26,39,7.7,35,40,6,183,32,4613,17,11,43,5054,40,48,24880,4930,1489,19,86085,2207,47,196,219,6.9,13,83,16657,73.5,889,29,36,17,12,40,6620,657,39,42,41,4104,131,97,10,3.1,2.8,0.09,8741,0.73,47353,55,77,22,24,6,46,45,0,51,12133,1633,76,44432,50.8,31769
Tennessee,Lewis,Tennessee_Lewis,277,25,5.4,6,9,26,38,6,35,13,2,57,42,1137,2,4,6,5743,36,38,7130,1132,401,21,87030,812,12,58,77,7.5,8,82,4717,73.2,277,71.92515924,115.0238291,18,12,7,1930,2063,11,20,42,1014,40,98,9.393120393,3,3,0.01,9016,0.82,48288,57,49.10587103,22,5,7.185520362,21,22,24.62576375,26,3790,409,65,12363,51.5,8536
Tennessee,Lincoln,Tennessee_Lincoln,694,24,5.1,5.7,8,24,37,7.8,32,31,7,151,30,3607,18,9,12,3257,41,52,20352,3530,1371,18,103361,1638,22,157,174,8.2,14,84,15289,73.6,694,26,24,16,12,41,4670,1268,24,56,43,3233,78,92,9.393120393,3,3,0.15,9019,0.74,56661,54,49,19,25,7.185520362,48,27,41,58,10597,1108,70,34540,51,24183
Tennessee,Loudon,Tennessee_Loudon,927,21,4.5,5.2,8,21,37,8.2,30,46,11,143,29,5388,28,29,32,3226,56,58,34026,5471,1500,17,111778,1579,67,114,291,6.6,13,84,22745,77.5,927,18,22,14,11,58,5860,2454,56,51,42,4733,82,93,9.393120393,3.1,3.2,0.11,9425,0.86,70292,55,51,19,26,3,37,34,16,118,16625,1845,82,54910,50.7,19720
Tennessee,McMinn,Tennessee_McMinn,1163,25,5.2,5.8,9,27,37,7.1,34,42,13,230,36,5432,27,23,41,3537,44,47,32195,6377,1814,19,95288,2506,75,271,317,7.4,15,86,21856,73.7,1163,24,24,17,12,47,8550,3119,58,88,41,4916,100,93,9,3,3,0.04,8966,0.81,50297,52,57,21,28,7,59,50,44,72,15711,2152,79,54208,51.2,31538
Tennessee,McNairy,Tennessee_McNairy,637,27,5.5,6.1,8,28,39,6.4,37,24,7,92,30,2295,9,13,34,4070,36,46,15454,2955,726,18,78178,1355,27,98,150,8.3,12,86,9486,72.2,637,12,115.0238291,18,13,21,4270,3110,13,56,43,2056,66,94,12,3.1,2.8,0.07,8975,0.85,44341,54.38782778,34,24,9,7.185520362,38,37,11,33,7525,664,77,25696,51.2,22235
Tennessee,Macon,Tennessee_Macon,498,26,5.5,6,9,26,42,7.2,38,41,3,83,50,3011,4,4,2,8890,35,42,13166,2318,728,23,89500,1344,9,67,150,7.9,12,82,10477,73.6,498,13,115.0238291,18,13,12,3590,1589,18,39,42,2719,68,90,9.393120393,3,3,0.02,8661,0.79,47031,54,49.10587103,22,7,7.185520362,35,27,100,31,6707,1188,75,24827,51,17703
Tennessee,Madison,Tennessee_Madison,1763,24,4.8,5.4,10,21,40,7,33,56,24,901,25,8637,132,67,281,4412,48,55,57978,13541,3685,32,96807,8420,154,820,416,6.9,16,81,42368,75,1763,68,79,16,13,257,12630,13342,46,100,41,7744,239,88,9,3.007479324,2.980549369,0.13,9432,0.78,47580,79,45,28,49,13,69,94,27,157,23821,6067,82,98360,52.7,25386
Tennessee,Marion,Tennessee_Marion,616,24,5.2,5.9,9,26,37,7.3,32,57,10,137,40,2764,11,7,8,2594,40,46,16581,3412,935,21,91981,1424,20,82,154,8.5,13,86,11922,74.4,616,13,115.0238291,17,12,26,4440,1448,19,49,42,2503,83,88,9.393120393,2.8,2.3,0.08,8924,0.76,50941,54.38782778,44,21,14,6,27,26,24.62576375,61,8604,907,75,28924,51,21747
Tennessee,Marshall,Tennessee_Marshall,615,24,5,5.7,9,24,37,7.4,33,38,4,127,27,3353,5,8,18,4447,42,50,20338,3848,1396,16,101246,1895,28,162,157,8,12,86,14757,74.9,615,18,24,16,12,36,4350,2745,29,38,42,2969,91,95,13,2.9,2.8,0.09,8957,0.81,58073,53,45,18,11,7.185520362,31,25,24.62576375,33,9085,1353,81,35016,51,20153
Tennessee,Maury,Tennessee_Maury,1482,21,4.5,5.2,9,21,33,8,31,50,15,621,28,9081,52,67,226,4076,43,54,59322,16120,4061,13,109580,5412,102,394,392,7,13,85,45356,76.2,1482,52,53,14,11,172,9830,6346,82,95,39,8073,133,88,6,2.8,2.8,0.09,8839,0.79,65942,46,37,20,39,5,79,71,35,109,25245,3377,84,99590,51.7,33672
Tennessee,Meigs,Tennessee_Meigs,337,24,5.2,5.9,9,26,36,7.7,34,12,5,39,36,1249,6,1,2,4475,42,38,7507,1178,449,22,87299,397,13,51,72,8,12,82,4531,71.7,337,71.92515924,115.0238291,17,12,15,1880,82,10,29,42,1117,64,98,9.393120393,3,3,0.01,9222,0.74,49242,62,40,21,5,7.185520362,13,10,24.62576375,2,4056,487,72,12532,50.4,11753
Tennessee,Monroe,Tennessee_Monroe,1049,26,5.4,5.9,9,27,38,7.3,35,70,14,141,41,4731,9,16,21,4400,42,47,28050,5147,1611,21,85256,2165,51,218,270,7.6,13,85,17507,73.7,1049,25,23,18,13,39,7110,2601,48,77,42,4283,83,93,8,2.9,2.7,0.05,8954,0.73,50945,66,74,21,18,7.185520362,47,35,55,49,13800,1492,80,47177,50.5,33868
Tennessee,Montgomery,Tennessee_Montgomery,2697,21,4.5,5.1,8,19,38,6.8,29,62,47,2365,27,17282,85,96,461,4081,34,48,118824,48169,6568,15,107934,14344,142,1090,934,7.8,14,85,96509,74.9,2697,159,156,14,12,350,24770,27456,221,202,43,15160,93,94,7,3.2,3.3,0.05,9488,0.83,60779,50,35,22,92,9,199,219,41,164,45436,8232,89,214251,50.2,34022
Tennessee,Moore,Tennessee_Moore,98,21,4.7,5.5,8,23,35,8.8,30,6,1,19,22,514,84.03515233,77.17398427,1,4157,31,51,4038,770,194,13,111758,123,4,7,30,8,10,88,2767,79.1,98,71.92515924,115.0238291,15,11,0,660,3,125.2815804,97.09736158,41,447,62,98,9.393120393,2.8,2.3,0.086431034,11079,0.78,64271,45,49.10587103,21,4,7.185520362,10,87.70101277,24.62576375,30,2176,250,68,6438,50.2,6354
Tennessee,Morgan,Tennessee_Morgan,425,28,5.7,6.1,10,29,37,6.8,37,26,11,32,33,1887,3,3,3,5699,39,39,12728,1890,501,22,85661,1148,17,42,120,7.5,14,84,7027,74.4,425,12,115.0238291,19,13,21,3700,1498,17,37,45,1677,61,100,9.393120393,2.8,2.4,0.07,9878,0.72,48321,54.38782778,49.10587103,22,11,7.185520362,21,17,17,10,6201,663,75,21431,45.3,21962
Tennessee,Obion,Tennessee_Obion,634,27,5.5,5.9,9,27,36,7.1,37,57,7,216,32,2918,15,16,16,5905,43,45,17879,3403,858,22,79036,2000,48,134,106,8.7,12,87,12373,74.2,634,21,22,18,13,30,5350,934,10,30,43,2643,163,89,9.393120393,3.1,2.9,0.17,9742,0.75,45643,61,60,23,22,7.185520362,23,26,4,64,8110,1094,77,30131,51.6,19588
Tennessee,Overton,Tennessee_Overton,499,26,5.5,6.1,7,27,35,8,35,32,2,54,25,2296,12,7,2,7971,43,52,12605,2121,615,23,76167,1467,15,48,109,7.5,9,86,9381,74,499,71.92515924,115.0238291,18,12,20,3190,49,14,31,42,2050,71,92,16,2.8,2.8,0.06,8418,0.85,43167,60,49.10587103,24,12,7.185520362,26,19,24.62576375,36,6993,827,65,22566,50.3,18598
Tennessee,Perry,Tennessee_Perry,190,28,5.8,6.2,9,29,39,5.7,37,9,7,14,43,901,2,1,6,7462,30,45,4188,619,284,25,86684,369,4,20,58,7.6,12,77,2848,73.9,190,71.92515924,115.0238291,19,13,7,1530,1086,125.2815804,27,43,794,161,98,9.393120393,3.3,3.2,0.04,11104,0.71,46366,67,49.10587103,23,3,7.185520362,10,87.70101277,24.62576375,10,2325,202,66,8099,49.5,7915
Tennessee,Pickett,Tennessee_Pickett,113,27,5.6,6.2,7,28,38,7.5,36,0,1,4,25,538,3,77.17398427,316.050034,5844,37,42,3055,456,137,24,89738,214,5,11,21,7.3,5,85,1804,74.8,113,71.92515924,115.0238291,18,13,376.6380917,860,13,125.2815804,97.09736158,42,483,138,88.27858293,9.393120393,2.8,2.5,0.086431034,10224,0.9,40120,57,49.10587103,26,2,7.185520362,94.68310727,87.70101277,24.62576375,15,1787,116,73,5061,50.7,5077
Tennessee,Polk,Tennessee_Polk,383,25,5.2,5.9,9,25,36,7.8,33,70,8,36,41,1871,8,6,1,4103,38,43,10151,1877,512,20,93401,1000,21,38,82,7.8,13,85,7184,73.7,383,12,115.0238291,17,12,14,2430,325,125.2815804,21,42,1695,77,93,9.393120393,3,2.9,0.05,9490,0.8,48184,54.38782778,49.10587103,22,5,7.185520362,23,20,24.62576375,29,5544,573,77,16835,50.7,16825
Tennessee,Putnam,Tennessee_Putnam,1261,23,5,5.6,7,23,37,6.5,33,46,16,362,23,8504,53,53,204,5304,45,52,45111,10852,2309,23,92364,4315,88,296,354,7,15,84,35450,75.6,1261,33,32,16,12,107,11210,11011,72,79,41,7760,208,91,9.393120393,3.1,3.1,0.09,9041,0.83,47120,51,53,28,59,3,85,61,80,133,19681,4155,79,80929,50.4,25295
Tennessee,Rhea,Tennessee_Rhea,685,25,5.3,5.8,8,25,37,6.4,35,54,3,112,38,3635,12,9,12,3191,42,47,18542,3530,1279,20,92768,2457,37,92,156,7.9,12,83,12599,73.8,685,16,20,17,12,43,5560,3701,29,37,43,3261,72,92,9.393120393,3.1,3,0.05,8989,0.68,45724,54.38782778,43,23,10,7.185520362,33,29,24.62576375,65,9085,1054,80,33443,50.5,21635
Tennessee,Roane,Tennessee_Roane,1189,22,4.8,5.6,9,24,35,7.5,31,49,18,155,28,4305,19,27,22,5262,48,55,35401,5852,1513,19,113459,1895,64,171,371,6.9,11,85,22340,74.2,1189,23,115.0238291,15,11,46,7450,3382,76,78,42,3931,104,94,9.393120393,2.9,2.9,0.05,9711,0.71,58988,49,58,22,28,3,69,51,18,89,16337,1882,81,53841,50.8,27628
Tennessee,Robertson,Tennessee_Robertson,1244,22,4.6,5.3,8,22,39,8.5,31,45,25,294,27,6963,26,24,53,3941,38,53,42462,10264,2282,12,114758,3574,76,292,359,8.4,12,84,34537,75,1244,31,36,15,11,116,7910,1243,84,85,41,6228,83,95,10,2.8,2.7,0.11,9045,0.75,63918,38,55,21,38,5,73,60,20,89,19844,2554,83,72275,50.6,35289
Tennessee,Rutherford,Tennessee_Rutherford,3846,19,4.2,5,9,19,38,8.3,27,63,47,2087,18,30323,144,184,345,4744,45,52,189042,65828,12637,10,119599,18567,224,1456,1184,8.7,13,82,169422,77.2,3846,153,178,13,11,618,31360,16754,311,258,42,26682,108,96,4,3.1,3.2,0.08,9335,0.81,73980,38,34,18,147,5,232,217,17,170,75174,12247,89,339261,51,44699
Tennessee,Scott,Tennessee_Scott,494,27,5.7,6.2,9,29,37,6.2,36,38,7,56,41,2143,8,7,11,5691,42,40,11847,2273,700,25,68143,1871,14,51,117,7.5,13,85,7997,73,494,14,115.0238291,19,13,5,4310,1749,13,35,44,1935,118,94,9.393120393,3,2.8,0.05,9314,0.82,39020,56,49.10587103,27,13,7.185520362,30,24,24.62576375,39,6152,764,66,22090,50.7,17906
Tennessee,Sequatchie,Tennessee_Sequatchie,289,25,5.2,5.9,9,25,37,5.2,34,34,2,45,36,1465,5,3,3,2571,38,44,9109,1645,482,25,92719,970,8,58,82,8,12,81,5979,76.7,289,71.92515924,115.0238291,17,12,12,2590,3132,20,18,40,1300,79,88,9.393120393,3.1,3.1,0.01,8685,0.73,51197,54.38782778,49.10587103,21,7,7.185520362,14,10,14,63,4231,500,77,15176,50.3,10415
Tennessee,Sevier,Tennessee_Sevier,1796,23,5,5.6,8,25,36,7.4,33,54,19,332,30,13557,35,37,73,3609,46,48,60729,12435,5181,20,95380,4720,99,299,544,9,14,78,45928,75.4,1796,30,36,16,11,112,13450,6959,133,109,41,12451,138,91,7,3,2.8,0.13,10474,0.84,54284,57,83,24,41,1,115,84,43,123,27005,4197,79,99244,50.7,50920
Tennessee,Shelby,Tennessee_Shelby,16066,24,4.7,5.2,12,20,38,7.3,32,83,132,10095,35,103192,823,702,1517,4469,36,49,548280,162129,43262,27,112237,102253,839,12685,4811,9,19,83,425403,74.2,16066,771,830,15,14,6323,115980,103798,885,1106,46,92798,153,83,10,2.8,2.9,0.32,12514.70415,0.82,50870,17,66,26,609,23,500,1432,27,484,195260,60219,79,936017,52.7,25601
Tennessee,Smith,Tennessee_Smith,383,24,5.2,5.8,9,25,37,7.9,35,31,2,58,29,1982,9,5,5,7810,38,45,11932,2433,558,16,98189,1465,11,46,116,7.7,12,84,8910,74.4,383,71.92515924,115.0238291,17,12,20,2840,231,25,30,41,1776,39,93,9.393120393,3.2,3.1,0.03,8835,0.83,59355,52,37,18,8,7.185520362,19,21,24.62576375,30,5821,887,80,20285,50,15884
Tennessee,Stewart,Tennessee_Stewart,276,22,4.8,5.6,8,23,36,7.3,32,38,2,55,26,1353,1,4,5,4315,36,40,8461,1763,359,21,90966,825,10,59,75,8.5,13,82,5526,74.9,276,71.92515924,115.0238291,15,11,376.6380917,1970,914,23,17,42,1199,94,98,9.393120393,3,2.9,0.02,9160,0.64,55022,54,49.10587103,24,5,7.185520362,15,11,38,24,3953,336,72,13859,50.2,13324
Tennessee,Sullivan,Tennessee_Sullivan,3176,23,4.9,5.6,8,23,36,6.7,32,68,19,503,29,14688,198,121,209,3996,50,51,100764,21688,4982,21,94407,7511,221,760,796,7.2,11,85,65751,74.9,3176,71,62,16,11,181,24060,17484,142,161,41,13601,224,94,8,2.9,2.8,0.07,9871,0.77,48968,45,58,27,82,4,166,128,35,183,48071,5922,81,158755,51.3,40086
Tennessee,Sumner,Tennessee_Sumner,2559,19,4.3,5.1,8,20,34,8.1,29,52,18,824,23,16587,89,82,186,5554,40,53,116654,32375,6645,12,125646,9083,150,446,764,6.8,12,82,93166,77.5,2559,71,77,13,10,225,18980,11703,158,137,39,14557,108,95,5,3.3,3.4,0.08,9183,0.76,72325,36,45,18,93,4,177,149,33,154,50292,6784,87,195561,51.3,44792
Tennessee,Tipton,Tennessee_Tipton,1052,23,4.7,5.5,10,23,39,8.3,32,43,9,306,25,5353,17,23,40,4739,34,49,36428,9486,1886,20,112160,3985,56,414,297,8.8,11,88,27249,75,1052,27,33,15,12,80,7490,965,58,92,41,4735,84,96,10,3.1,3.2,0.09,8509,0.77,61432,53,39,17,25,5,58,53,30,48,15926,1880,79,61918,50.9,33671
Tennessee,Trousdale,Tennessee_Trousdale,174,22,4.8,5.4,8,24,37,7.446606626,32,53,2,38,39,933,3,2,316.050034,10115,29,56,6623,1735,328,16,95784,750,5,40,57,7.8,11,79,4566,74.7,174,71.92515924,115.0238291,15,12,17,1150,6057.917337,18,10,43,821,79,98,9.393120393,3.1,3,0.01,9501,0.91,54970,54.38782778,34,19,6,7.185520362,94.68310727,87.70101277,24.62576375,6,2532,533,72,11455,41.4,7870
Tennessee,Unicoi,Tennessee_Unicoi,433,25,5.3,5.8,10,25,38,7.3,35,100,4,50,26,1752,6,6,3,4882,46,46,11557,2287,586,22,82488,724,24,45,113,6.6,12,84,7349,72.5,433,10,115.0238291,17,12,14,3040,346,20,24,42,1607,101,92,9.393120393,3.1,2.9,0.02,9435,0.72,45635,63,49.10587103,23,7,7.185520362,13,14,19,102,5573,702,72,17755,50.5,8180
Tennessee,Union,Tennessee_Union,433,27,5.6,6.2,9,28,38,7.5,35,9,6,49,45,2188,3,6,9,4049,40,49,10917,2046,522,28,88312,787,6,57,122,8.9,15,81,7710,73.7,433,10,115.0238291,18,12,8,3260,138,26,34,43,1970,59,93,9.393120393,2.8,2.6,0.02,7852,0.77,45520,54.38782778,49.10587103,23,9,7.185520362,26,20,24.62576375,0,5621,576,69,20187,50.4,19109
